,Book_ID,Judul,No. ISBN,Penulis,Penerbit,Tanggal terbit,Kategori,Description,img_small_link,img_large_link
646,647,Angkatan Baru (Cover Baru),9786022502890,Hamka,Gema Insani,Agustus - 2022,Fiksi,"Syamsiar gadis Minang yang hidup dalam limpahan kemanjaan dan kecukupan materi dari orang tua dan keluarga besarnya. Pendidikan tinggidan gelar diploma berhasil dicecap oleh Syamsiar, sebuah keberuntungan yang tidak bisa dirasakan oleh kebanyakan gadis kampung ketika itu. Bagi Syamsiar, kehidupan kampung dengan segala tradisinya yang""mengikat"" merupakan sebuah kekolotan. Syamsiar hidup dalam geloraangan dan impiannya sendiri. Perempuan tidak perlu harOs turun ke dapurdan bergelut dengan pekerjaan domestik (rumah tangga). Perempuanberhak memilih laki-laki yang ingin dia nikahi, laki-laki yang ""sepadan"" danbisa menyulutkan denyar cinta di hatinya.Garis takdir telah menuntun gadis rupawan, Syamsiar, bertemu denganpemuda idaman hatinya, Hasan. Perjalanan romansa sepasang insanberhasil melimpahkan aroma bahagia pada awal biduk rumah tangga.Namun, saat konflik mulai hadir, cinta pun diuji pada tubir kehancuran.Akankah asa, impian, dan cinta sepasang muda mudi ini berhasil menerjangbadai ataukah harus karam di tengah samudra kehidupan? Temukanjawabannya dalam salah satu karya fiksi terbaik Hamka, Angkatan Baru.",https://www.bukukita.com/babacms/displaybuku/119053.jpg,https://www.bukukita.com/babacms/displaybuku/119053_f.jpg
647,648,Dari Hati ke Hati (Cover Baru),9786022502869,Prof.Dr.Hamka,Gema Insani,Agustus - 2022,Islam,view Dari Hati ke Hati (Cover Baru),https://www.bukukita.com/babacms/displaybuku/119054.jpg,https://www.bukukita.com/babacms/displaybuku/119054_f.jpg
648,649,Merantau ke Deli (cover Baru),9786022503873,Hamka,Gema Insani,Agustus - 2022,Fiksi,"-Poniem seorang perempuan Jawa nan rupawan yang terdampar di Delidan hicfup sebagai ""simpanan"" dari seorang mandor besar perkebunan.Leman seorang pemuda dari Minangkabau yang pergi .merantau ke Deli■dengan penuh keyakinan dan optimisme akan beroleh sukses. Benih-beniharita pun tumbur subur di hati Segisang anak manusia, Leman dan Poniem.Akhirnya, keduanya memutuskan untuk menikah dan memulai hidup baru, -Susah senang ditanggung bersama,",https://www.bukukita.com/babacms/displaybuku/119018.jpg,https://www.bukukita.com/babacms/displaybuku/119018_f.jpg
649,650,Rahasia dan Hikmah -Surah- al-Kahf,9786022509608,Yasir Qadhi,Gema Insani,Agustus - 2022,Islam,"Pernahkah kita berada dalam kondisi menunggu-nunggu pertolongan Allah SWT yang tidak jua sampai?Pernahkah pula merasakan hari-hari yang begitu mudahuntuk dijalani sampai-sampai banyak kebaikan mengalirdalam kehidupan kita?Di balik anjuran dan Sunnah untuk membacanya,surah al-Kahf menyimpan banyak mutiara tersembunyiyang kaya akan hikmah. Beragam hikmah yang mengajakkita untuk bersama-sama merasakan dekatnyapertolongan dan kasih sayang Allah SWT, serta memberirambu kepada kita agar senantiasa menjaga kesabarandan kesyukuran atas segala nikmat yang telahdikaruniakan-Nya.",https://www.bukukita.com/babacms/displaybuku/119013.jpg,https://www.bukukita.com/babacms/displaybuku/119013_f.jpg
650,651,Prinsip & Kebijaksanaan Dakwah Islam,9786022505266,Hamka,Gema Insani,Agustus - 2022,Islam,"""Sampaikanlah dariku walaupun hanyg Satu ayat""(HR al-Bukhari)Berdakwah adalah salah satu bagian penting dari kehidupanseorang Muslim. Sesungguhnya, amar ma'ruf nahi munkar dapatdilakukan baik dengan lisan, tangan, maupun hati, dan selemah-lemahnya iman adalah melakukan dakwah dengan hati. Walaupunbanyak Muslim menganggap dirinya belum cukup bekal untukberdakwah, tidak perlu surut untuk tetap mengamalkan amarma'ruf nahi munkar. Sebab itu, teruslah membekali diri agar dakwahyang dikerjakan berdasarkan tuntunan dari Rasulullah saw..",https://www.bukukita.com/babacms/displaybuku/119014.jpg,https://www.bukukita.com/babacms/displaybuku/119014_f.jpg
651,652,Studi Islam,9786022506867,Hamka,Gema Insani,Oktober - 2020,Islam,Ajaran jihadAjaran apa? Opium atau candu apa yang diminumkan Muhammad saw. kepada pengikutnya sehingga mereka menjadi begitu berani menghadang maut? Apa yang mereka pertahankan? .Mereka (penjajah) membangkitkan kembali sejarah Sriwijaya dan Majapahit untuk menghilangkan perhatian terhadap perjuangan Islam sebab ajaran Islam mengandung suatu yang bagai duri dalam daging di mata penjajah yaitu ajaran jihad.Orang Barat terutama kaum orientalis selalu memberi arti yang salah tentang jihad itu yaitu perang suci (holy war). Padahal arti jihad adalah lebih umum yaitu berjuang dan bekerja keras dengan semangat tidak kenal lelah walau sampai mati.Bagi umat Islam sendiri kalau mereka biarkan program penghancuran Islam yang diselundupkan dalam bungkusan Hak-Hak Asasi Manusia ini lolos berhentilah menjadi Muslim dan naikkanlah bendera putih.Kalau ruhmu telah goyah dari Islam memang banyaklah bahan untuk menimbulkan keraguanmu tentang Islam yang tersedia dari hasil-hasil penyelidikan kaum orientalis.,https://www.bukukita.com/babacms/displaybuku/118992.jpg,https://www.bukukita.com/babacms/displaybuku/118992_f.jpg
652,653,Nambo HAMKA The Untold Story,9786022509226,ABDUL HADI HAMKA,Gema Insani,Agustus - 2022,Inspirasional,"Nambo Hamka: The Untold Story adalah sebuah persembahan cintadari sang cucu (penulis) teruntuk sang kakek yang biasa dipanggilNambo Hamka. Sebuah buku yang merangkum kisah tentang kilasankenangan masa kecil, kebersamaan sang cucu dengan sang kakek, pulu-han tahun silam hingga Hamka wafat. Buku ini menuntun kita untukmengenal lebih dekat lagi sosok Hamka di balik jubah popularitasnyasebagai tokoh besar negeri ini, bahkan di mancanegara. Membaca bukuini membuat kita sekali lagi jatuh cinta pada sosok Hamka.Bukan sekadar memotret kebersamaan yang akrab dan hangat antaracucu dan kakek, buku ini juga menyuguhkan beragam petuah berharga,pemikiran brilian, keteladanan perkataan dan perilaku, kesederha-naan dan kesahajaan, keteguhan dalam prinsip dan keyakinan, kelem-butan dan kepekaan dalam bermuamalah, kedermawanan dan kelapanganhati, kesalehan dan kebaikan yang menawan, serta masih banyak lagipelajaran berharga lainnya dari sosok Hamka, termasuk kearifanHamka dalam membimbing dan mengenalkan sang cucu pada pemahaman danpengamalan yang benar tentang syarikat Islam serta pengetahuan umumlainnya.",https://www.bukukita.com/babacms/displaybuku/119008.jpg,https://www.bukukita.com/babacms/displaybuku/119008_f.jpg
653,654,Obat Rindu AL-Qur'an,9786022509172,Amru Asy-Syarqawi,Gema Insani,Februari - 2022,Islam,"Sebagaimana doa yang telah diajarkan oleh Rasulullah saw. tersebut, begitulah sepatutnya kedudukan Al-Qur'an di hati kita. Al-Qur'an adalah bukti kasih sayang dan kelembutan Allah SWT kepada kita. Ayat-ayatnya serupa cahaya yang meluruhkan kegelapan dalam jiwa. Saat hati terasa keruh dan hampa, saat pikiran dipenati oleh kesedihan dan kebuntuan, saat hari terjebak pada kesia-siaan dan kehilangan makna, mungkin inilah saatnya kita kembali mencari mutiara yang hilang dari sanubari. Mutiara itu adalah Al-Qur'an. Al-Qur'an sebagai obat untuk menenangkan jiwa dan menebalkan kembali ruh keimanan.Obat Rindu AIQur'an adalah sebuah kitab terjemahan dari kitab asli berjudul al-Musyawwiq ila AI-Qur'on. Dalam pengembaraan perenungan dan pengamatan yang panjang, termasuk melakukan penelitian, penulis berhasil merangkum banyak hal (pengetahuan) sehingga buku ini serupa risalah bagi para pencintaAl-Qur'an. Tidaklah buku ini diterbitkan, melainkan untuk memotivasi dan membangkitkan rasa rindu kita pada Al-Qur'an. Buku ini banyak memuat perkataan para ahli ilmu dan kisah salafush shalih yang sungguh inspiratif.",https://www.bukukita.com/babacms/displaybuku/118997.jpg,https://www.bukukita.com/babacms/displaybuku/118997_f.jpg
654,655,14 Penyakit Berbahaya Yang Kamu Harus Tahu,9786022508731,"RICKY INDRA ALFARAY, DKK",Gema Insani,April - 2021,Pengetahuan Kesehatan,"Buku ini merupakan karya yang dipersembahkan oleh para dokter muda yang aktif bergerak sebagai health influencer. Bagi sebagian masyarakat mungkin penyakit-penyakit yang ada dalam buku ini dianggap tidak berbahaya. Namun, kepekaan yang kurang serta peremehan terhadap penyakit bisa menyebabkan dampak yang lebih buruk dan tidak diketahui masyarakat umum",https://www.bukukita.com/babacms/displaybuku/118995.jpg,https://www.bukukita.com/babacms/displaybuku/118995_f.jpg
655,656,Adab Bekerja Dan Berbisnis,9786022509455,"DR. ONI SAHRONI MA., ONI SAHRONI MA",Gema Insani,Februari - 2022,Bisnis-Investasi,"Walaupun ketentuan syari`ah terkait bekerja dan berbisnis mencakup terhindar dari transaksi terlarang, sesuai dengan transaksi syari`ah, dan menunaikan adab-adabnya, ketentuan seputar bisnis masih banyak berupa ketentuan akad (transaksi), sedangkan bagian adab belum banyak dijelaskan dan minim referensi. Adab bekerja dan berbisnis sangatlah penting ...",https://www.bukukita.com/babacms/displaybuku/118996.jpg,https://www.bukukita.com/babacms/displaybuku/118996_f.jpg
656,657,GHIRAH Cemburu karena Allah,9786022502685,Hamka,Gema Insani,Agustus - 2022,Islam,"Ghirah bukan hanya milik orang Islam yang seringdicap fanatik oleh bangsa Barat karena keteguhannyadalam menjaga muruah diri, keluarga, dan agamanya,melainkan juga milik setiap jiwa manusia. Bahkan,masing-masing daerah atau negara memiliki"" istilahsendiri untuk menyebutnya. Ghirah juga milik MahatmaGandhiyang dikenal memiliki pemahaman luas danperikemanusiaan tinggisampai ia bersedia melakukanapa saja untuk mencegah adik YawaharlalNehruViyaya Lakshmi Panditdan anaknyaMotialGandhikeluar dari agama Hindu.Ghirah atau cemburu ada dua macam, yakniterhadap perempuan dan agama. Jika adikperempuanmu diganggu orang lain lalu kamu memukulorang itu, ini pertanda masih ada ghirah dalam dirimu.Jika agamamu, nabimu, dan kitabmu dihina lalu kamuberdiam diri saja, jelaslah ghirah telah hilang dari dirimu.",https://www.bukukita.com/babacms/displaybuku/119004.jpg,https://www.bukukita.com/babacms/displaybuku/119004_f.jpg
657,658,Islam Revolusi& Ideologi,9786022504771,Hamka,Gema Insani,Agustus - 2022,Islam,"Agama diturunkan Allah SWT Ke dunia, melaluiperantara para nabi, untuk menuntun manusia padafitrah dan kemerdekaan jiwa. Islam mengajarkansyahadat bahwa tiada Tuhan, selain Allah SWT, danNabi Muhammad saw. adalah utusan-Nya, sertabahwa hanya Allah SWT yang patut disembah dandiberikan penghormatan tertinggi. Begitu jelas tujuandan maksud agama, tetapi kenyataannya masih sajaada manusia yang memperbudak dan diperbudak olehsesamanya.Islam hadir memberikan jalan keluar untukmenegakkan kemerdekaan sejati jiwa manusia,termasuk memberikan andil dalam setiap perjuangankemerdekaan individu, bahkan bangsa-bangsa darisegala penjajahan. Islam hadir tidak hanya sebagaiagama, tetapi juga sebagai landasan berpikir danpedoman hidup manusia dalam menjalani kehidupannya. Buku ini merupakan rangkuman pemikiran danpandangan Hamka seputarpersoalan tersebut.",https://www.bukukita.com/babacms/displaybuku/119000.jpg,https://www.bukukita.com/babacms/displaybuku/119000_f.jpg
658,659,Doa-Doa Rasulullah,9786234580136,Hamka,Gema Insani,Februari - 2022,Islam,"Dalam beribadah, doa adalah salah satu amalan yang sangat penting. Karena begitu penting doa dalam Al-Qur'an bertebaranlah doa dari para nabi dan rasul. Bahkan, dalam kumpulan hadits, banyak tercantum doa-doa Rasulullah saw. yang beliau saw. ajarkan kepada para sahabat dan keluarga. Sebagai umat Rasulullah saw., sudah sepatutnya meneladani doa-doa Rasulullah saw. Untuk digunakan dan dipraktikkan dalam keseharian kita.Buku Doa-Doa Rasulullah ini memuat kumpulan doa yang berhasil dihimpun oleh Hamka, doa-doa yang mudah dihafal dan dilafazhkan. Persembahan terbaik dari Hamka untuk umat Islam.",https://www.bukukita.com/babacms/displaybuku/118998.jpg,https://www.bukukita.com/babacms/displaybuku/118998_f.jpg
659,660,Cinta Terkalang,9786022506591,Hamka,Gema Insani,Agustus - 2022,Remaja,"Kebersamaan yang terjalin lama serta kesamaan nasib membuat benih cinta tumbuh antara adnan dan syamsiah.Dalam kediamaan yang anggun,Syamsiah menitipkan cintanya pada takdir.Dalam perjuangan yang bergemuruh,Adnan memutuskan untuk merantau demi mendapatkan modal agar dapat menikahi Syamsiah-yang menurut adat istiadat Minangkabau sudah saatnya menikah.",https://www.bukukita.com/babacms/displaybuku/119016.jpg,https://www.bukukita.com/babacms/displaybuku/119016_f.jpg
660,661,Syaikh Abdul Qodir al-Jaelani: Kumpulan Petuah Ruhani Penjernih Hati (LKIS) (2019),9786028995368,Saloh Ahmad Asy - Syami,Pustaka Pesantren,April - 2019,Al-Quran,"Buku ini berisi sekumpulan petuah (mauizhoh) dari sang master mauizhoh hosanah pada masanya. Dialah Syaikh Abdul Qodir al-Jaelani, yang nama besarnya tak pernah surut oleh gerusan zaman.Wejangan-wejangan sang Syaikh dalam buku ini, adalah tema-tema pilihan dari dua karya puncak beliau, yakni kitab al-Fath ar-Rabbani dan kitab Futuh al-Ghoib; dua kitab yang sudah diakui oleh para ulama sebagai nasehat-nasehat emas sang guru sufi terbesar pada masanya itu.",https://www.bukukita.com/babacms/displaybuku/112769.jpg,https://www.bukukita.com/babacms/displaybuku/112769_f.jpg
661,662,Becoming A Person of Influence - Menjadi Pribadi yang Bepengaruh,9786028482646,John C. Maxwell,MIC,Agustus - 2015,Pengembangan Diri,view Becoming A Person of Influence - Menjadi Pribadi yang Bepengaruh,https://www.bukukita.com/babacms/displaybuku/87541.jpg,https://www.bukukita.com/babacms/displaybuku/87541_f.jpg
662,663,Sejarah Arab Sebelum Islam Jilid 2 (Hard Cover),9786026577252,Dr. Jawwad Ali,Alvabet,Juli - 2018,Sejarah Agama,"Arab adalah salah satu peradaban penting dan berpengaruh yang pernah ada--bahkan sampai sekarang--di dunia. Ketermasyhuran Arab tidak hanya pada masa Islam,' tetapi juga pada zaman kuno sebelum kemunculan Islam dan ekspansi kaum Muslim ke negeri-negeri lain melalui penaklukan. Sejarah peradaban Arab-lslam telah banyak kita ketahui. Tetapi, riwayat Arab kuno sebelum Islam mungkin tak banyak yang paham. Seperti apakah ""wajfch"" Arab sebelum Islam?Dalam buku yang terbagi sembilan jilid ini, Jawwad Ali, seorang sejarawan masyhur, mengisahkan secara gamblang riwayat (bangsa) Arab kuno dari berbagai aspek: geografi, iklim, karakteristik, silsilah; politik, hukum, dan pemerintahan; sosial-budaya; agama dan kepercayaan; sumber daya alam dan perekonomian; bahkan bahasa, literasi, dan kesusastraan. Merujuk pada sumber-sumber klasik seperti manuskrip-manuskrip, artefak-artefak, catatan-catatan orang Yunani, Romawi, Ahli Kitab (Yahudi), serta ditopang penemuan mutakhir ahli arkeologi, buku ini memaparkan dengan narasi yang lugas, deskripsi yang jelas, pengamatan mendalam dan penjelasan komprehensif perihal bangsa Arab kuno sebelum Islam.***Mempelajari sejarah Arab sebelum Islam dan karakter masyarakatnya, sejarawan Jawwad Ali pastilah orang pertama yang terbetik di benak kita. la layak berbangga hati dengan karyanya yang sangat fenomenal ini.- Dr. Ibrahim Khalil al-'Allaf, Pengajar Sejarah Kontemporer di Universitas MosulJawwad Ali adalah harta karun pengetahuan yang tak terkunci, sungai yang meluap dengan ilmu dan bakat. Lewat buku ini, ia menjelaskan masyarakat Arab sebagai tubuh yang diorganisasi dari sekumpulan ikatan dan hubungan ekonomi, sosial, etnisitas, dan pemikiran yang beragam.- Jamal Hasan al-'Attabi, Kritikus Sejarah dan Kebudayaan Arab",https://www.bukukita.com/babacms/displaybuku/107590.jpg,https://www.bukukita.com/babacms/displaybuku/107590_f.jpg
663,664,Reaktualisasi Kecerdasan yang Terpinggirkan,9786022730231,F.X. Rahyono,Wedatama Widya Sastra,April - 2018,Kebudayaan,"Topik-topik yang disajikan dalam buku ini merupakan ungkapan kegelisahan penulis terhadap pewarisan dan keberlanjutan keadiluhungan budaya Pemahaman tentang lingkup kebudayaan pun menyempit. Di samping itu pembelajaraan tentang kebudayaan tidak secara tegas diperankan sebagai sarana pembelajaran kecerdasan.Tulisan-tulisan dalam buku ini juga merupakan upaya penulis untuk membuktikan bahwa linguistik merupakan ""pisau bedah"" analisis kebudayaan yang dapat diberdayakan untuk menemukan kecerdasan dalam proses penciptaan dan pembelajaran kebudayaan. Tulisan-tulisan tersebut dipilah ke dalam dua bagian. Bagian pertama adalah kelompok tulisan tentang pragmatik dan kearifan budaya; sedang kelompok kedua merupakan tulisan-tulisan tentang reaktualisasi kecerdasan tradisional.",https://www.bukukita.com/babacms/displaybuku/106254.jpg,https://www.bukukita.com/babacms/displaybuku/106254_f.jpg
664,665,"Melayu, Langit dan Kimia Darat",9789791012461,Yusmar Yusuf,Wedatama Widya Sastra,Desember - 2015,Kebudayaan,"Buku ini seakan menghidang sisi jalan alte- natif-kritis dalam melihat semesta kehidupan dan semesta kebudayaan manusia muka bumi. Visi spiritualitas menjadi pertimbangan kebudayaan untuk memperkuatkan ikhtiar pembangunan manusia yang beranjak menuju pembangunan dengan kekuatan etika masa depan. Jalan progresif menjadi satu tawaran di tengah-tengah ketika hampir sebagian besar kebudayaan sedang berbulan madu dengan kaidah-kaidah bening memukau yang terhidang pada sebuah masa, bernama ""masa lalu"". Kecohan-kecohan waktu, masa, dan periode yang telah menggenapkan dirinya sebagai masa lalu itu bisa membuat kita menjadi serombongan ""makhluk romantik"", sekaligus memerankan diri dalam sejumlah ""kesesatan"" yang menjadi lelucon kekinian.Buku ini dikemas dalam tiga bagian yang menghidang menu tentang kepekaan kebudayaan yang bervisi spiritualitas terhadap kehidupan sosial, politik, lingkungan hidup, kesemestaan relasi dalam kawah pluralisme modern, sekaligus menjuntaikan kearifan-kearifan alternatif yang menjadi titian hati, agar kehidupan itu diresap, dimaknai, dinikmati, dan tidak sekadar untuk dimengerti.",https://www.bukukita.com/babacms/displaybuku/89156.jpg,https://www.bukukita.com/babacms/displaybuku/89156_f.jpg
665,666,Mengeja Cahaya Surga : Percik-Percik Kisah Birrul Walidain,9786021408742,"Nassirun Purwokartun, Isna Maylani, Avi Ramadhani, Esty D. Imaniar, DKK",Aisar,Desember - 2015,Islam,view Mengeja Cahaya Surga : Percik-Percik Kisah Birrul Walidain,https://www.bukukita.com/babacms/displaybuku/89147.jpg,https://www.bukukita.com/babacms/displaybuku/89147_f.jpg
666,667,Zikir & Wirid Akhir Zaman bk,9789793693330,Abu Fatiah Al-Adnani,Granada Mediatama,Desember - 2018,Islam,"Banyak ulama berpendapat bahwa saat ini kita sudah berada di akhir zaman. Zaman di mana banyak fitnah dan ujian akan menimpa siapa saja yang lengah dan lalai. Kita dapat menyaksikan umat tengah diterpa bermacam-macam cobaan, agama mereka diliputi berbagai kejelekan, kejahatan, kemunafikan, kehancuran dan perselisihan. Dengan senantiasa memperbanyak zikir, wirid, dan doa, yang notabene merupakan senjata pamungkas kita, semoga Allah melindungi kita dari semua mara bahaya dan fitnah akhirzamanNah, buku kecil ""Zikir dan Wirid Akhir Zaman"" ini hadir di tengah-tengah pembaca sekalian sebagai bekal dalam upaya membentengi diri dari dahsyatnya fitnah akhir zaman. Selamat membaca...!",https://www.bukukita.com/babacms/displaybuku/110172.jpg,https://www.bukukita.com/babacms/displaybuku/110172_f.jpg
667,668,Gengis Khan: Sebuah Biografi,9786237115724,Nurjannah Y.A.,Sociality,September - 2019,Ilmu Sosial,"Kondisi Buku : Segel (Baru), Original 100% (Garansi Anti Bajakan)Siapa yang tak kenal penakluk yang bengis dan kejam dari Mongol? Ia dikenal dengan nama Genghis Khan. Ia memiliki nama kecil Temujin. Temujin lahir tahun 1162 M di Daeliun Buldagha yang terletak di sekitar lembah sungai Onon (Unan), Mongolia. Ayahnya, Yesugei merupakan seorang pemimpin bangsa mongol yang telah memimpin suku-suku sebanyak tiga belas buah. Ibu Temujin bernama Helena, seorang wanita yang memiliki kecerdasan dan sangat cakap. Temujin memiliki saudara tiga orang putra Yesugei yang bernama Juchi Khassar, Khachium Ulchi, dan Tenege Ochigin, dan seorang putri bernama Taimulun. Temujin artinya besi atau baja yang kuat.Temujin pantas memperoleh gelar Gengis Khan pada tahun 1206. Dengan gelar tersebut, Genghis Khan berhasil menguasai wilayah-wilayah di sekitar Mongol. Bahkan ia mendapat julukan sebagai penakluk dunia, mulai dari Asia ke selatan, hingga Eropa dan semenanjung Arab. Genghis Khan meninggal pada tahun 1227. Akan tetapi invasinya masih berlanjut dan diteruskan oleh putra-putranya yang tak kalah memiliki kelihaian. Buku ini dengan menarik menceritakan kisah Genghis Khan dengan lengkap.",https://www.bukukita.com/babacms/displaybuku/118068.jpg,https://www.bukukita.com/babacms/displaybuku/118068_f.jpg
